TAXONOMIC ORDER,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
30714,Brambling,1,47.5257183,-122.0479976,2/25/15,10:10:00
30714,Brambling,1,47.5257183,-122.0479976,2/26/15,10:45:00
30714,Brambling,1,47.5257183,-122.0479976,2/22/15,10:55:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,11:30:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,11:43:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,8:30:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,8:55:00
30714,Brambling,1,47.5257183,-122.0479976,2/26/15,9:30:00
30714,Brambling,1,47.5257183,-122.0479976,2/26/15,9:37:00
30714,Brambling,1,47.5257183,-122.0479976,2/26/15,10:45:00
30714,Brambling,1,47.5257183,-122.0479976,2/26/15,8:10:00
30714,Brambling,1,47.5258594,-122.0477843,2/28/15,8:15:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,9:30:00
30714,Brambling,1,47.5258004,-122.046985,2/28/15,8:05:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,11:30:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,11:40:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,10:10:00
30714,Brambling,1,47.5257183,-122.0479976,2/28/15,9:00:00
30714,Brambling,1,47.5257183,-122.0479976,2/21/15,12:17:00
30714,Brambling,1,47.5257183,-122.0479976,2/28/15,8:25:00
30714,Brambling,1,47.5257183,-122.0479976,2/26/15,13:00:00
30714,Brambling,1,47.5257183,-122.0479976,2/28/15,13:30:00
30714,Brambling,1,47.5257183,-122.0479976,2/28/15,9:15:00
30714,Brambling,1,47.5257183,-122.0479976,2/28/15,9:30:00
30714,Brambling,1,47.5120298,-122.0283694,2/28/15,10:00:00
30714,Brambling,1,47.5257183,-122.0479976,2/28/15,11:00:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,11:40:00
30714,Brambling,1,47.5257183,-122.0479976,2/27/15,
30714,Brambling,1,47.5257183,-122.0479976,2/20/15,8:36:00
30714,Brambling,1,47.5257183,-122.0479976,3/7/15,9:46:00
30714,Brambling,1,47.5257183,-122.0479976,3/7/15,9:11:00
30714,Brambling,1,47.5257183,-122.0479976,3/7/15,8:43:00
30714,Brambling,1,47.5257183,-122.0479976,3/27/15,14:05:00
30714,Brambling,1,47.5257183,-122.0479976,3/29/15,10:20:00
30714,Brambling,1,47.5257183,-122.0479976,3/7/15,8:43:00
30714,Brambling,1,47.525684,-122.046842,3/6/15,12:44:00
30714,Brambling,1,47.5257183,-122.0479976,3/8/15,9:30:00
30714,Brambling,1,47.5257183,-122.0479976,3/8/15,11:30:00
30714,Brambling,1,47.5257183,-122.0479976,3/17/15,12:15:00
30714,Brambling,1,47.5257183,-122.0479976,3/17/15,9:25:00
30714,Brambling,1,47.5257183,-122.0479976,3/9/15,11:25:00
30714,Brambling,1,47.525684,-122.046842,3/8/15,12:45:00
30714,Brambling,1,47.5257183,-122.0479976,3/29/15,14:09:00
30714,Brambling,1,47.5257183,-122.0479976,3/10/15,
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,9:00:00
30714,Brambling,1,47.5257183,-122.0479976,3/12/15,8:15:00
30714,Brambling,1,47.5257183,-122.0479976,3/22/15,10:00:00
30714,Brambling,1,47.5257183,-122.0479976,3/29/15,13:00:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,9:45:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,8:30:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,8:20:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,11:45:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,9:45:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,7:45:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,9:00:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,8:20:00
30714,Brambling,1,47.5257183,-122.0479976,3/1/15,9:30:00
